180,Engineer I,1246,753060,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
181,Engineering,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
182,Engineered,1096,642950,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
183,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
184,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
185,Handel II,921,518700,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
186,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
187,Schubert I,1246,753060,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
188,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
189,Mozart II,1096,645590,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
190,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
191,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
192,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
193,Schubert I,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
194,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
195,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
196,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
197,Schubert I,1246,789950,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
198,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
199,Mozart II,1096,648120,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
200,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
201,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
202,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
203,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
204,Schubert II,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
205,Chopin,1383,908626,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
206,Mozart II,1096,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
207,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
208,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
209,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
210,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
211,Schubert I,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
212,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
213,Mozart II,1096,650786,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
214,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
215,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
216,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
217,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
218,Schubert II,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
219,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
220,Mozart II,1096,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
221,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
222,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
223,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
224,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
225,Schubert I,1246,771550,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
226,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
227,Mozart II,1096,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
228,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
229,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
230,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
231,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
232,Schubert I,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
233,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
234,Mozart II,1096,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
235,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
236,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
237,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
238,Puccini,1169,690406,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
239,Schubert I,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
240,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
241,Mozart II,1096,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
242,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
243,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
244,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
245,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
246,Schubert II,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
247,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
248,Rubinstein,1360,953480,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
249,Verdi,762,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
250,Dvorak,1104,681230,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
251,Brahms,1530,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
252,Mendelssohn,2109,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
253,Mozart II,1096,645590,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
254,Dvorak,1104,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
255,Brahms,1530,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
256,Mendelssohn,2109,1652860,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
257,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
258,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
259,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
260,Rubinstein,1360,959530,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
261,Verdi,762,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
262,Dvorak,1104,684860,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
263,Brahms,1530,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
264,Mendelssohn,2109,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
265,Rubinstein,1360,969210,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
266,Rossini II,956,589270,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
267,Handel I,925,590480,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
268,Brahms,1530,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
269,Bach,1928,1629870,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
270,Rubinstein,1360,977680,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
271,Rossini II,956,596530,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
272,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
273,Brahms,1530,1143450,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
274,Bach,1928,1639500,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
275,Mozart II,1096,571200,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
276,Bach,1928,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
277,Bach,1928,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
278,Handel I,925,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Show Suite,Symphony Tower,Downtown,Edmonton,Luxury Condo
279,Rubinstein,1360,986150,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
280,Rossini I,956,600160,5254 54 Ave,Immediate,2018-06-04 0:00,1,1.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
281,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
282,Brahms,1530,1185800,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
283,Strauss II,1674,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,1.5,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
284,Strauss I,3053,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
285,Rossini I,956,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
286,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
287,Brahms,1530,1246300,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
288,Carrera,3124,2800000,5254 54 Ave,Immediate,2018-06-04 0:00,3,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
289,Pavarotti,1987,1860980,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
290,Grand,3743,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,3,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
291,Townhouse 201,2295,1276550,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
292,Townhouse 202,2012,1159180,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
293,Townhouse 203,1717,1001800,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
294,Townhouse 201,2295,1276550,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
295,Townhouse 202,2012,1159180,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
296,Townhouse 203,1717,1001800,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
297,Townhouse 204,2191,1167650,5254 54 Ave,Immediate,2018-06-04 0:00,3,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
298,Townhouse 205,2166,1136190,5254 54 Ave,Immediate,2018-06-04 0:00,3,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
299,Townhouse 206,1819,1009140,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
300,Townhouse 201,2295,1276550,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
301,Townhouse 202,2012,1159180,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
302,Townhouse 203,1717,1001800,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
303,Townhouse 204,2191,1167650,5254 54 Ave,Immediate,2018-06-04 0:00,3,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
304,Townhouse 205,2166,1136190,5254 54 Ave,Immediate,2018-06-04 0:00,3,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
305,Townhouse 206,1819,1009140,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
306,Townhouse 204,2191,1167650,5254 54 Ave,Immediate,2018-06-04 0:00,3,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
307,Townhouse 205,2166,1136190,5254 54 Ave,Immediate,2018-06-04 0:00,3,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
308,Rubinstein,1360,948640,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
309,Mozart II,1096,640310,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
310,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
311,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
312,Handel II,921,512700,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
313,Puccini,1169,715110,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
314,Schubert I,1246,749980,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
315,Chopin,1383,776343,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
316,Verdi,762,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
317,Rubinstein,1360,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
318,Rossini II,956,585640,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
319,Handel I,925,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
320,Brahms,1530,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
321,Bach,1928,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2.5,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
322,Mozart II,1096,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
323,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
324,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
325,Handel II,921,512700,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
326,Puccini,1169,717970,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
327,Schubert I,1246,749980,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
328,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
329,Mozart II,1096,642950,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
330,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
331,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
332,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
333,Puccini,1169,729000,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
334,Schubert I,1246,753060,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
335,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
336,Mozart II,1096,642950,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
337,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
338,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
339,Handel II,921,518700,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
340,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
341,Schubert I,1246,753060,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
342,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
343,Mozart II,1096,645590,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
344,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
345,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
346,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
347,Schubert I,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
348,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
349,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
350,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
351,Schubert I,1246,789950,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
352,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
353,Mozart II,1096,648120,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
354,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
355,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
356,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
357,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
358,Schubert II,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
359,Chopin,1383,908626,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
360,Mozart II,1096,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
361,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
362,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
363,Handel II,921,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
364,Puccini,1169,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
365,Schubert I,1246,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
366,Chopin,1383,784587,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
367,Mozart II,1096,650786,5254 54 Ave,Immediate,2018-06-04 0:00,2,2,Available,Symphony Tower,Downtown,Edmonton,Luxury Condo
368,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
369,Not Available,1,784587,5254 54 Ave,Immediate,2018-06-04 0:00,1,1,Sold,Symphony Tower,Downtown,Edmonton,Luxury Condo
